,PresionAire (mbar),PresionVapor (mbar),HumedadRelativa (%),ConcentracionVapor (mmol/mol),DensidadAire (g/m**3),DireccionViento (grado),Temperatura (C)
24.01.2010,998.7910416666667,3.1656250000000004,78.6902777777778,3.1686805555555555,1298.805138888889,156.69652777777776,-5.587708333333334
25.01.2010,1001.8185416666666,3.1728472222222224,79.57291666666667,3.1675,1303.4505555555556,99.51006944444444,-5.7259722222222225
26.01.2010,1009.9215972222223,1.9522916666666665,80.95625000000001,1.933472222222222,1347.0813888888888,88.13784722222222,-12.163194444444445
27.01.2010,997.0003472222221,2.0323611111111113,73.84819444444445,2.045625,1323.4460416666666,196.0298611111111,-10.759722222222223
28.01.2010,972.9988888888888,4.803819444444445,80.70569444444443,4.9373611111111115,1240.2490972222222,244.48430555555558,-0.36423611111111115
29.01.2010,960.6697916666667,4.9788194444444445,81.50416666666666,5.184583333333333,1222.7012499999998,215.31319444444443,0.014305555555555596
30.01.2010,964.0720138888888,3.9302083333333337,75.870625,4.079652777777778,1238.1759027777778,248.07145833333334,-2.3249999999999997
31.01.2010,976.0152777777779,3.4537500000000003,79.7513888888889,3.5381944444444446,1264.8522916666666,192.68409722222222,-4.692152777777777
01.02.2010,980.8662499999999,3.9677083333333334,76.35319444444445,4.044513888888889,1258.992638888889,216.03472222222223,-2.1677777777777774
02.02.2010,981.5324305555556,4.126597222222222,75.26479166666667,4.209444444444445,1257.7463194444445,211.67013888888889,-1.6894444444444447
03.02.2010,980.5964583333334,4.907708333333334,78.39805555555556,5.008263888888889,1246.6696527777776,235.55833333333334,0.34722222222222215
04.02.2010,988.3995833333333,5.534861111111111,86.82847222222222,5.600694444444445,1256.304027777778,182.25638888888886,0.37513888888888886
05.02.2010,983.6557638888888,4.785833333333334,82.91381944444443,4.864861111111111,1255.4320138888888,185.10416666666666,-0.7082638888888889
06.02.2010,986.5289583333332,5.223819444444445,85.49513888888889,5.294930555555556,1255.6799999999998,113.08013888888888,-0.01423611111111114
07.02.2010,993.940347222222,3.621180555555556,86.43263888888889,3.6431944444444446,1290.3089583333333,54.20166666666666,-5.172847222222223
08.02.2010,986.6367361111111,2.973055555555556,83.03541666666666,3.0125694444444444,1290.497986111111,77.09722222222223,-7.127083333333333
09.02.2010,979.5263888888888,2.6999999999999997,73.91409722222222,2.7562499999999996,1279.7890277777778,154.60159722222224,-6.80625
10.02.2010,980.3525694444446,3.029166666666667,82.18611111111112,3.0897916666666667,1280.3053472222223,102.34805555555555,-6.724583333333333
11.02.2010,982.3708333333335,3.385486111111111,89.03888888888888,3.445763888888889,1280.937986111111,22.569166666666664,-6.342222222222222
12.02.2010,985.5610416666665,4.129027777777777,88.77361111111112,4.189652777777777,1272.0587500000001,91.16243055555556,-3.6847222222222222
13.02.2010,987.7547916666667,3.494861111111111,82.19166666666666,3.538402777777778,1280.6579861111113,249.63270833333334,-4.829375000000001
14.02.2010,986.4845138888891,3.3597916666666667,78.94291666666666,3.405763888888889,1278.9056944444444,118.16277777777779,-4.785069444444444
15.02.2010,982.7236805555557,3.2133333333333334,74.861875,3.269930555555556,1273.7072916666666,176.99118055555556,-4.709444444444445
16.02.2010,978.2148611111111,2.965,75.36451388888888,3.030486111111111,1273.274027777778,166.5538888888889,-5.812916666666666
17.02.2010,971.4549305555556,3.1554166666666665,72.66166666666666,3.2496527777777775,1260.203263888889,174.08875,-4.779444444444445
18.02.2010,970.9893055555555,5.575555555555556,80.44236111111111,5.741458333333333,1228.1475,179.90493055555555,1.6822916666666665
19.02.2010,967.9172222222223,6.275416666666667,91.46388888888889,6.485625000000001,1224.4838194444444,185.06909722222224,1.5608333333333333
20.02.2010,971.3272222222222,4.671319444444444,72.87451388888888,4.809791666666666,1233.1184722222222,212.53187499999999,0.7553472222222223
21.02.2010,974.3695138888891,4.778402777777777,79.78826388888888,4.903888888888889,1241.525,200.51694444444445,-0.2594444444444445
22.02.2010,968.1500000000001,5.818124999999999,77.29881944444443,6.012013888888889,1219.6490972222223,188.04097222222222,2.7798611111111113
23.02.2010,968.2022916666667,6.854791666666667,86.9557638888889,7.08111111111111,1215.8038194444443,121.07277777777777,3.5533333333333337
24.02.2010,974.4001388888888,6.961597222222222,91.89166666666667,7.143958333333334,1226.292361111111,174.95881944444443,2.9365972222222223
25.02.2010,973.0059722222223,6.932083333333334,75.08638888888888,7.124166666666666,1210.8181944444445,189.84687499999998,6.062013888888889
26.02.2010,967.7062500000001,7.303333333333334,74.4975,7.549236111111112,1201.4593750000001,202.61527777777778,6.639930555555555
27.02.2010,976.6344444444445,5.658680555555556,65.2154861111111,5.793749999999999,1220.6939583333333,205.78958333333333,4.958888888888889
28.02.2010,964.4345138888888,6.0917361111111115,56.197777777777766,6.319305555555555,1192.1912499999999,192.47569444444446,8.0275
01.03.2010,979.0329861111111,5.589166666666666,69.63048611111111,5.709722222222222,1228.3258333333333,237.59375,3.9175
02.03.2010,991.9113194444443,4.545555555555556,66.94847222222222,4.583402777777778,1254.9691666666668,242.90972222222223,1.7130555555555556
03.03.2010,994.0294444444444,4.1622916666666665,63.9823611111111,4.187152777777778,1260.7920138888887,225.16805555555553,1.0779166666666669
04.03.2010,990.3816666666668,3.897638888888889,75.34597222222222,3.935625,1271.0689583333333,141.60631944444444,-2.114236111111111
05.03.2010,993.2215277777777,2.9475694444444445,62.362500000000004,2.9678472222222223,1280.7704166666667,252.1725694444445,-3.307777777777778
06.03.2010,991.0522222222223,3.658888888888889,80.591875,3.6961805555555554,1281.1347222222223,86.15819444444445,-4.046388888888889
07.03.2010,1003.7943055555556,3.0544444444444445,71.18868055555556,3.0430555555555556,1300.4227083333333,62.116458333333334,-4.559722222222223
08.03.2010,999.167013888889,3.5294444444444446,78.08187500000001,3.5328472222222222,1291.7053472222224,97.11437500000001,-4.0429861111111105
09.03.2010,999.6925,2.6817361111111113,68.76784722222222,2.683125,1300.4046527777778,67.13333333333333,-5.5938888888888885
10.03.2010,997.0604166666667,3.0149305555555554,60.40201388888889,3.0247222222222225,1282.8489583333333,46.75166666666667,-2.671388888888889
11.03.2010,990.0812500000001,3.7026388888888895,80.4082638888889,3.739722222222222,1278.4921527777778,73.00222222222222,-3.7558333333333334
12.03.2010,988.84875,5.032361111111111,78.72604166666666,5.088611111111111,1255.6447916666668,231.3659722222222,0.6831250000000002
13.03.2010,991.6609027777777,5.537638888888889,75.57618055555555,5.583749999999999,1250.4554166666667,255.08125000000004,2.523263888888889
14.03.2010,989.9028472222222,5.852847222222222,75.03756944444444,5.912430555555556,1243.853263888889,254.01597222222225,3.4672916666666667
15.03.2010,991.2988194444445,5.335902777777777,76.13513888888889,5.385208333333334,1253.7625694444444,251.47500000000002,1.733263888888889
16.03.2010,995.4709722222223,5.4816666666666665,75.53861111111112,5.5084027777777775,1255.7329861111111,212.86333333333334,2.428402777777778
17.03.2010,997.9821527777777,5.831736111111111,64.14437500000001,5.843680555555555,1243.587638888889,215.62152777777777,5.808541666666667
18.03.2010,995.9840972222222,5.623402777777778,58.795416666666675,5.645972222222222,1234.5139583333334,187.66250000000002,7.407986111111111
19.03.2010,991.0196527777779,7.547708333333333,61.145555555555546,7.617361111111112,1215.0127083333334,191.5413194444444,10.2425
20.03.2010,985.1178472222223,10.45888888888889,75.08493055555556,10.617638888888889,1199.5375694444444,201.31541666666666,11.805277777777778
21.03.2010,986.3904166666666,10.809791666666667,83.70416666666668,10.962708333333333,1205.4606944444447,230.69500000000002,10.741805555555556
22.03.2010,995.12,8.42173611111111,79.53791666666666,8.463819444444447,1229.4550000000002,139.62888888888887,7.9442361111111115
23.03.2010,992.9986805555556,7.923402777777778,77.64631944444444,7.978958333333332,1228.3981250000002,164.3466666666667,7.638888888888889
24.03.2010,988.6318749999999,7.281875000000001,64.94180555555555,7.366319444444445,1214.8125694444445,176.65854166666668,9.711805555555557
25.03.2010,983.0352777777779,8.183541666666667,57.01597222222222,8.325486111111111,1192.9021527777777,182.75694444444446,13.115277777777779
26.03.2010,979.0445833333332,8.340694444444445,64.1101388888889,8.519583333333333,1193.0019444444447,202.5340277777778,11.940277777777778
27.03.2010,979.598125,7.62611111111111,73.999375,7.785069444444444,1212.305625,214.69277777777776,7.513055555555555
28.03.2010,982.2576388888888,7.42298611111111,70.77965277777778,7.5575,1214.4663888888888,206.29881944444443,7.802152777777778
29.03.2010,979.160763888889,9.768333333333334,86.54590277777778,9.976666666666667,1205.271527777778,192.42409722222223,8.797847222222222
30.03.2010,971.0634722222223,9.692569444444445,72.98118055555555,9.981458333333332,1182.768958333333,186.14166666666668,11.858055555555556
31.03.2010,975.5944444444443,6.772361111111111,68.22694444444444,6.943263888888889,1209.894652777778,211.45694444444442,7.0176388888888885
01.04.2010,984.0206944444443,5.029375,59.0454861111111,5.112152777777778,1229.8681944444445,220.03194444444446,5.041527777777778
02.04.2010,989.377013888889,4.476944444444445,57.587291666666665,4.524583333333333,1239.6394444444443,181.1365277777778,4.471319444444444
03.04.2010,985.2000694444445,6.426666666666666,65.08354166666666,6.524236111111112,1223.4881944444444,187.09902777777776,6.728125
04.04.2010,984.9022916666667,6.990972222222222,64.93944444444445,7.098888888888888,1215.355347222222,194.35381944444444,8.412777777777778
05.04.2010,997.2976388888887,6.379444444444444,66.15861111111111,6.398263888888888,1238.9572222222223,241.48583333333337,6.587500000000001
06.04.2010,998.4014583333333,6.077361111111111,60.150000000000006,6.086875,1234.484236111111,165.0813888888889,8.018055555555556
07.04.2010,993.8860416666669,5.536388888888889,47.27701388888889,5.570555555555556,1218.9797916666666,181.3777777777778,10.378333333333334
08.04.2010,995.8974305555556,7.231041666666666,56.44152777777778,7.2579166666666675,1217.8724305555556,199.3661805555556,11.01548611111111
09.04.2010,1002.2474305555556,6.937708333333333,61.001041666666666,6.923125000000001,1234.4154166666667,195.02979166666668,8.949791666666666
10.04.2010,1000.0945833333333,6.283680555555556,69.45020833333334,6.283541666666666,1246.3729166666665,200.3332638888889,5.714583333333334
11.04.2010,996.163472222222,6.713541666666667,86.92500000000001,6.739791666666666,1251.9990972222222,58.08493055555555,3.315347222222222
12.04.2010,991.741388888889,7.97361111111111,90.60833333333332,8.040902777777777,1237.8981250000002,45.32597222222222,5.10125
13.04.2010,989.2890972222223,7.94875,74.05277777777776,8.03451388888889,1221.6770138888887,24.856458333333332,8.106041666666666
14.04.2010,988.7729166666666,7.388680555555556,80.65173611111112,7.471875000000001,1231.6139583333334,63.662847222222226,5.729652777777777
15.04.2010,990.3722916666666,7.357013888888888,87.225,7.428680555555555,1238.9790277777777,127.08624999999999,4.519236111111111
16.04.2010,993.5277777777778,6.960972222222222,76.21472222222222,7.006666666666667,1237.1722916666668,176.4768055555556,5.878125000000001
17.04.2010,994.468125,5.804791666666667,61.865902777777784,5.837222222222222,1233.7305555555556,162.24229166666666,7.140208333333334
18.04.2010,986.8041666666666,6.733958333333334,58.30708333333333,6.825833333333334,1210.8725694444447,129.93437500000002,10.171875
19.04.2010,987.0865972222223,7.704791666666667,66.82604166666667,7.8047916666666675,1214.2581249999998,106.85361111111109,9.235277777777778
20.04.2010,986.4981944444444,7.041388888888889,56.25458333333333,7.137361111111111,1207.4238194444447,199.34875,10.742916666666666
21.04.2010,988.6423611111111,5.270138888888889,60.82486111111112,5.330763888888889,1235.9266666666667,261.4173611111112,4.950208333333332
22.04.2010,989.8677777777775,4.680833333333333,54.41291666666667,4.7285416666666675,1235.8827777777778,213.89402777777775,5.411874999999999
23.04.2010,989.3104166666667,5.245555555555556,54.42784722222222,5.302291666666666,1226.885,105.68847222222222,7.30875
24.04.2010,993.8886111111112,6.446666666666666,53.179027777777776,6.485555555555555,1217.7734722222222,98.88048611111111,10.584444444444445
25.04.2010,996.0604166666667,8.022083333333333,53.31125,8.054930555555554,1205.7815972222222,149.15194444444444,13.87986111111111
26.04.2010,995.0024305555556,9.760555555555555,69.74444444444445,9.809444444444445,1210.820486111111,228.1929861111111,12.069027777777778
27.04.2010,999.2878472222224,8.931597222222223,65.25104166666667,8.938194444444443,1216.9883333333335,252.6317361111111,11.945416666666667
28.04.2010,998.0623611111109,8.106527777777778,60.20090277777778,8.12298611111111,1214.3195833333332,151.03076388888888,12.41486111111111
29.04.2010,987.6522916666667,8.766805555555557,51.19381944444444,8.878125,1184.8629166666667,199.27222222222224,16.422916666666666
30.04.2010,981.9665972222223,10.750208333333335,57.90527777777778,10.946736111111113,1174.7577083333333,204.86374999999998,16.88034722222222
01.05.2010,983.6027777777776,10.910208333333335,75.67090277777778,11.09201388888889,1194.5871527777779,216.3175,12.47888888888889
02.05.2010,983.3936805555555,10.738333333333333,86.57430555555555,10.920694444444443,1204.2543055555554,78.16409722222222,10.141944444444444
03.05.2010,983.5834027777778,10.501527777777778,82.845625,10.6775,1202.5308333333332,189.5990972222222,10.644583333333335
04.05.2010,990.6684027777778,8.865972222222222,84.26208333333334,8.950555555555555,1225.0197222222223,54.16534722222222,7.607986111111111
05.05.2010,989.1017361111111,5.842569444444445,60.66486111111111,5.909375000000001,1229.2947222222222,48.98569444444445,6.550000000000001
06.05.2010,976.1702777777779,8.622152777777778,96.86944444444445,8.832916666666668,1217.260625,40.059583333333336,5.273333333333333
07.05.2010,979.3429861111113,8.29875,85.84305555555557,8.474375,1215.8695833333334,192.908125,6.537916666666667
08.05.2010,983.3381944444445,8.237152777777778,70.95965277777778,8.375972222222222,1208.1980555555556,203.1496527777778,9.500486111111112
09.05.2010,981.9372222222223,9.54201388888889,79.1263888888889,9.720138888888888,1203.2922222222223,190.72506944444444,10.127361111111112
10.05.2010,981.4535416666666,9.943194444444444,90.98819444444445,10.132222222222222,1210.2849305555558,40.82326388888888,8.254513888888889
11.05.2010,980.8926388888888,10.330069444444444,91.64930555555556,10.531666666666666,1207.417638888889,49.42930555555555,8.725625
12.05.2010,980.409097222222,9.535972222222222,76.09472222222222,9.728611111111112,1199.74375,205.7225,10.483680555555557
13.05.2010,984.1201388888888,8.099861111111112,77.99326388888888,8.230625,1217.5902777777778,121.68798611111112,7.5292361111111115
14.05.2010,983.876388888889,8.494375,86.12847222222223,8.633472222222222,1220.290625,164.1767361111111,6.797222222222222
15.05.2010,983.1779166666666,7.889513888888889,86.30000000000001,8.024722222222222,1224.592986111111,254.48631944444443,5.678472222222222
16.05.2010,986.309652777778,7.58076388888889,64.25354166666665,7.685694444444445,1211.312222222222,253.99166666666665,9.691805555555554
17.05.2010,992.4025694444445,8.493819444444446,68.34208333333333,8.557986111111111,1215.0299305555554,217.25458333333333,10.507222222222222
18.05.2010,996.1579166666666,7.7051388888888885,66.7545138888889,7.735555555555556,1225.427777777778,267.3281944444445,9.201805555555556
19.05.2010,994.2838194444444,9.540763888888888,92.57083333333334,9.594930555555557,1230.4932638888888,225.68993055555555,7.31361111111111
20.05.2010,998.9926388888889,11.499444444444444,95.11458333333333,11.510277777777778,1224.805138888889,227.86291666666668,9.740625
21.05.2010,999.9289583333334,11.22534722222222,75.02375,11.226666666666667,1211.4096527777779,162.7771527777778,13.21625
22.05.2010,996.9021527777776,11.507083333333334,75.70479166666668,11.544444444444444,1205.2339583333332,144.35597222222225,13.811944444444444
23.05.2010,993.247152777778,13.355833333333333,71.48812500000001,13.44625,1187.4496527777778,227.0226388888889,16.789930555555557
24.05.2010,984.9877777777778,13.504097222222223,73.15055555555556,13.712708333333333,1178.810138888889,221.73006944444444,16.461041666666667
25.05.2010,984.2937499999999,10.69,68.59770833333333,10.860972222222221,1189.1506944444445,188.25833333333333,14.032638888888888
26.05.2010,982.1496527777776,9.830347222222223,75.14305555555556,10.012916666666667,1200.0417361111113,104.05930555555557,10.886319444444446
27.05.2010,981.9365277777777,11.478194444444444,82.63138888888889,11.690624999999999,1194.2950694444444,227.96763888888887,12.001875
28.05.2010,986.3021527777778,12.159097222222222,82.09069444444444,12.329027777777778,1195.8665277777777,218.57381944444444,12.834583333333335
29.05.2010,990.897847222222,10.014375,67.02388888888889,10.106666666666667,1198.4521527777779,178.50944444444445,13.855069444444446
30.05.2010,980.2652777777779,11.964374999999999,80.84027777777777,12.206458333333334,1188.3818055555557,216.08749999999998,12.893333333333334
31.05.2010,983.0548611111111,9.751041666666666,83.95277777777777,9.917430555555555,1208.4868749999998,254.77604166666666,9.165694444444444
01.06.2010,985.6974305555555,11.13875,92.46319444444445,11.301180555555556,1208.768472222222,225.916875,9.700624999999999
02.06.2010,987.3602777777778,11.610625,88.98979166666668,11.759236111111111,1205.3179861111112,205.086875,10.950694444444444
03.06.2010,990.4659027777777,10.821874999999999,61.744375000000005,10.925972222222223,1190.2185416666666,83.46208333333334,15.572291666666665
04.06.2010,993.283263888889,11.408333333333335,65.06131944444445,11.485277777777778,1192.8225694444445,178.14576388888887,15.727500000000001
05.06.2010,992.7153472222222,13.199375,65.28416666666666,13.298333333333334,1181.1268055555556,141.42527777777775,18.282430555555557
06.06.2010,985.6623611111112,14.931180555555557,62.86812499999999,15.151319444444445,1160.9416666666666,177.826875,21.025555555555556
07.06.2010,984.0795833333335,13.69173611111111,66.18715277777778,13.915069444444443,1170.4107638888888,241.08749999999998,18.214236111111113
08.06.2010,982.1388194444444,13.58173611111111,63.240347222222226,13.830486111111112,1163.9284722222224,198.0823611111111,19.360416666666666
09.06.2010,980.8016666666667,16.45763888888889,61.11625000000001,16.779791666666668,1147.181111111111,156.8354861111111,22.853958333333335
10.06.2010,980.0320138888887,18.870694444444446,67.05430555555556,19.255,1143.1304861111112,119.23430555555557,23.368055555555557
11.06.2010,980.6731249999999,16.16701388888889,64.51659722222222,16.487291666666668,1152.7586805555557,221.60694444444445,21.366944444444446
12.06.2010,984.1230555555553,13.952708333333334,75.16125,14.181319444444444,1178.4313888888892,195.29479166666667,16.231041666666666
13.06.2010,988.5979166666667,10.342986111111111,66.74687499999999,10.462638888888888,1195.6236805555554,136.77847222222223,13.758680555555555
14.06.2010,989.2577083333332,11.01513888888889,69.66743055555555,11.133125,1195.8108333333334,147.05756944444445,13.827083333333334
15.06.2010,993.6114583333333,11.755,70.96520833333334,11.831666666666669,1197.387291666667,44.73166666666666,14.643541666666668
16.06.2010,994.2675000000002,9.264930555555557,57.064236111111114,9.319097222222222,1200.1175694444444,60.208749999999995,14.469236111111108
17.06.2010,990.3015277777777,10.139097222222222,55.07222222222222,10.239166666666668,1186.664513888889,105.64437500000001,16.475347222222222
18.06.2010,982.7505555555557,11.190138888888889,62.30229166666666,11.387083333333333,1178.784236111111,127.59493055555556,16.057152777777777
19.06.2010,980.2890277777777,8.294930555555554,61.65187499999999,8.46159722222222,1195.405625,253.72097222222223,11.614722222222222
20.06.2010,985.2609027777778,8.850625,63.00305555555555,8.982152777777777,1198.6079861111111,203.31965277777778,12.241319444444445
21.06.2010,992.22375,9.530416666666667,70.10256944444444,9.605486111111112,1209.1606944444445,134.51104166666667,11.684791666666666
22.06.2010,995.7581249999998,9.927013888888887,65.17611111111111,9.96888888888889,1205.3738194444445,156.31354166666668,13.608263888888889
23.06.2010,995.1433333333334,10.889791666666667,62.72312500000001,10.943750000000001,1195.0125694444444,120.99430555555556,15.806458333333333
24.06.2010,991.2345833333334,12.194930555555556,57.23375,12.303333333333333,1176.383402777778,191.7092361111111,19.068194444444444
25.06.2010,988.509861111111,14.14479166666667,66.57263888888889,14.309652777777778,1173.6020833333332,162.10354166666667,18.738958333333333
26.06.2010,990.9970833333334,12.026180555555555,58.08194444444445,12.135625,1179.2274305555557,106.57819444444445,18.278958333333335
27.06.2010,993.4288888888888,12.345555555555556,59.39534722222223,12.426805555555555,1180.5249305555556,106.62034722222222,18.69375
28.06.2010,992.4929166666667,12.774861111111111,54.940416666666664,12.871666666666666,1171.4641666666669,114.14305555555555,20.64638888888889
29.06.2010,991.1240972222222,14.122430555555555,54.78493055555556,14.249722222222223,1162.89,172.98506944444443,22.253819444444446
30.06.2010,991.983263888889,15.741527777777776,60.96652777777778,15.868541666666667,1164.187986111111,117.15104166666667,21.927500000000002
01.07.2010,990.4240277777777,15.766388888888887,60.312291666666674,15.918958333333336,1160.1190277777778,139.19805555555556,22.529861111111114
01.07.2010,990.3702777777778,15.770069444444443,60.07340277777777,15.92340277777778,1159.8343750000001,143.37618055555555,22.584166666666665
02.07.2010,990.1545138888889,15.929583333333333,54.10104166666667,16.088055555555556,1151.6945138888889,115.48958333333333,24.601875
03.07.2010,990.1069444444444,15.649375000000001,49.27611111111111,15.805833333333332,1147.4145138888891,128.64027777777775,25.719513888888887
04.07.2010,991.1220138888889,18.81798611111111,72.25909722222224,18.985555555555557,1162.3817361111114,128.26993055555556,21.776944444444446
05.07.2010,990.8677083333334,18.605416666666667,78.0723611111111,18.777430555555554,1166.7080555555556,166.72069444444443,20.635069444444447
06.07.2010,994.5319444444444,12.798333333333334,71.82916666666667,12.871527777777779,1192.8391666666666,248.3175,15.889930555555557
07.07.2010,996.1328472222223,11.421041666666666,60.724999999999994,11.465069444444445,1189.9904166666665,173.60201388888888,17.26076388888889
08.07.2010,994.188611111111,13.583333333333334,56.1125,13.663819444444448,1169.9146527777777,133.37166666666664,21.459930555555555
09.07.2010,992.7979861111112,15.034930555555555,51.935833333333335,15.143958333333334,1154.1880555555556,173.63722222222225,24.91451388888889
10.07.2010,991.768125,18.38715277777778,53.35743055555555,18.54111111111111,1143.243611111111,128.21777777777777,27.022500000000004
11.07.2010,989.5936805555555,18.582916666666666,52.93416666666666,18.777986111111108,1138.131666666667,187.2903472222222,27.666388888888886
12.07.2010,986.3796527777777,20.352638888888887,63.472500000000004,20.633055555555554,1140.212013888889,176.03229166666668,25.93722222222222
13.07.2010,985.5222222222224,18.882291666666667,70.42534722222223,19.159861111111113,1152.2646527777777,165.33770833333332,22.670069444444444
14.07.2010,983.3336111111109,17.83,59.94493055555555,18.131944444444443,1140.7569444444443,177.74069444444444,25.184097222222224
15.07.2010,987.8045833333332,16.844305555555554,65.71319444444444,17.05597222222222,1158.4114583333333,209.31625,22.001875
16.07.2010,989.3340972222221,17.021458333333335,56.447361111111114,17.20479166666667,1148.417638888889,198.2932638888889,25.12236111111111
17.07.2010,992.1609027777777,16.413194444444443,70.67006944444444,16.54381944444444,1170.8919444444446,205.45243055555554,20.208958333333335
18.07.2010,999.1070833333332,12.320277777777777,59.23305555555555,12.332083333333333,1186.4845833333334,176.8803472222222,18.851597222222225
19.07.2010,997.164722222222,11.150138888888888,55.00701388888889,11.181041666666665,1185.9139583333333,126.40458333333335,18.609027777777776
20.07.2010,989.7415972222223,13.488194444444442,57.18208333333334,13.633263888888889,1167.5016666666666,122.98118055555557,20.746805555555554
21.07.2010,982.8781944444446,15.485972222222223,52.60027777777777,15.755138888888887,1141.5994444444445,192.25361111111113,25.102430555555557
22.07.2010,986.4395138888888,18.405277777777776,70.77020833333333,18.655347222222222,1155.4444444444443,185.3604861111111,22.19097222222222
23.07.2010,988.6965972222222,18.457291666666666,91.61875,18.667569444444446,1176.227708333333,188.71569444444444,17.599999999999998
24.07.2010,989.5699999999999,12.780000000000001,69.46520833333335,12.916944444444445,1185.1095833333334,262.41249999999997,16.315694444444446
25.07.2010,988.3261805555555,9.335902777777777,54.942708333333336,9.446041666666666,1188.3652083333336,250.63381944444447,15.581041666666664
26.07.2010,985.9825694444444,12.440347222222222,73.67979166666666,12.617361111111112,1186.0781944444445,178.19791666666666,15.09736111111111
27.07.2010,988.8266666666667,14.528125000000001,73.64965277777777,14.69277777777778,1178.2055555555555,212.05354166666666,17.616875
28.07.2010,987.3078472222221,15.273333333333333,83.1504861111111,15.47201388888889,1181.6893750000002,212.7548611111111,16.21625
29.07.2010,983.2866666666666,14.098263888888889,84.74159722222223,14.338194444444444,1183.6185416666667,194.24145833333333,14.686527777777778
30.07.2010,988.1249305555555,12.630555555555556,71.875625,12.782569444444444,1185.2389583333331,222.85291666666663,15.899583333333332
31.07.2010,990.0675694444443,12.450972222222223,63.41791666666667,12.575972222222223,1178.9893055555556,191.15972222222223,18.08798611111111
01.08.2010,987.9445833333334,14.406180555555554,60.80493055555556,14.582916666666668,1164.4194444444447,193.45138888888889,20.868125000000003
02.08.2010,987.3877083333334,17.351527777777775,80.98395833333332,17.57201388888889,1170.2930555555556,205.8492361111111,18.832916666666662
03.08.2010,986.9688194444443,15.290694444444446,87.09083333333335,15.493680555555557,1184.4581944444444,217.0422916666667,15.427291666666665
04.08.2010,984.4128472222224,12.704583333333334,71.43145833333332,12.905555555555557,1179.2910416666666,196.9138888888889,16.297638888888887
05.08.2010,981.5920138888889,14.38513888888889,77.43249999999999,14.653541666666667,1173.8536111111111,175.6409027777778,16.569652777777776
06.08.2010,988.1797222222223,14.865694444444443,92.61597222222223,15.043402777777779,1191.8072916666667,237.56666666666672,14.038472222222222
